カブ価,,,1,名詞,固有名詞,一般,*,*,*,カブ価,かぶか,,(用語)
ベル袋,,,1,名詞,固有名詞,一般,*,*,*,ベル袋,べるぶくろ,,(用語)
マイル券,,,1,名詞,固有名詞,一般,*,*,*,マイル券,まいるけん,,(用語)
マイル旅行券,,,1,名詞,固有名詞,一般,*,*,*,マイル旅行券,まいるりょこうけん,,(用語)
鉄鉱石,,,1,名詞,固有名詞,一般,*,*,*,鉄鉱石,てっこうせき,,(用語)
金鉱石,,,1,名詞,固有名詞,一般,*,*,*,金鉱石,きんこうせき,,(用語)
まき餌,,,1,名詞,固有名詞,一般,*,*,*,まき餌,まきえ,,(用語)
撒き餌,,,1,名詞,固有名詞,一般,*,*,*,撒き餌,まきえ,,(用語)
まきえ,,,1,名詞,固有名詞,一般,*,*,*,まきえ,まきえ,,(用語)
